DHT11	ECG	AirFlow	Snore	SpO2	PulseRate
4.12	-1.13	-3.10	-1.46	3.39	-3.58
4.12	-1.13	-3.10	-1.46	3.39	-3.58
4.12	-1.13	-3.10	-1.46	3.39	-3.58
4.12	-1.13	-3.10	-1.46	3.39	-3.58
4.12	-1.13	-3.10	-1.46	3.39	-3.58
4.12	-1.13	-3.10	-1.46	3.39	-3.58
4.12	-1.13	-3.10	-1.46	3.39	-3.58
4.12	-1.13	-3.10	-1.46	3.39	-3.58
4.12	-1.13	-3.10	-1.46	3.39	-3.58
4.12	-1.13	-3.10	-1.46	3.39	-3.58
4.12	-1.13	-3.10	-1.46	3.39	-3.58
4.12	-1.13	-3.10	-1.46	3.39	-3.58
4.12	-1.13	-3.10	-1.46	3.39	-3.58
4.12	-1.13	-3.10	-1.46	3.39	-3.58
4.12	-1.13	-3.10	-1.46	3.39	-3.58
4.12	-1.13	-3.10	-1.46	3.39	-3.58
4.12	-1.13	-3.10	-1.46	3.39	-3.58
4.12	-1.13	-3.10	-1.46	3.39	-3.58
4.12	-1.13	-3.10	-1.46	3.39	-3.58
4.12	-1.13	-3.10	-1.46	3.39	-3.58
4.12	-1.13	-3.10	-1.46	3.39	-3.58
4.12	-1.13	-3.10	-1.46	3.39	-3.58
4.12	-1.13	-3.10	-1.46	3.39	-3.58
4.12	-1.13	-3.10	-1.46	3.39	-3.58
4.12	-1.13	-3.10	-1.46	3.39	-3.58
4.12	-1.13	-3.10	-1.46	3.39	-3.58
4.12	-1.13	-3.10	-1.46	3.39	-3.58
4.12	-1.13	-3.10	-1.46	3.39	-3.58
4.12	-1.13	-3.10	-1.46	3.39	-3.58
4.12	-1.13	-3.10	-1.46	3.39	-3.58
4.12	-1.13	-3.10	-1.46	3.39	-3.58
4.12	-1.13	-3.10	-1.46	3.39	-3.58
4.12	-1.13	-3.10	-1.46	3.39	-3.58
4.12	-1.13	-3.10	-1.46	3.39	-3.58
4.12	-1.13	-3.10	-1.46	3.39	-3.58
4.12	-1.13	-3.10	-1.46	3.39	-3.58
4.12	-1.13	-3.10	-1.46	3.39	-3.58
4.12	-1.13	-3.10	-1.46	3.39	-3.58
4.12	-1.13	-3.10	-1.46	3.39	-3.58
4.12	-1.13	-3.10	-1.46	3.39	-3.58
4.12	-1.13	-3.10	-1.46	3.39	-3.58
4.12	-1.13	-3.10	-1.46	3.39	-3.58
4.12	-1.13	-3.10	-1.46	3.39	-3.58
-4.69	-4.79	2.29	0.28	-2.36	-4.42
-4.69	-4.79	2.29	0.28	-2.36	-4.42
-4.69	-4.79	2.29	0.28	-2.36	-4.42
-4.69	-4.79	2.29	0.28	-2.36	-4.42
-4.69	-4.79	2.29	0.28	-2.36	-4.42
-4.69	-4.79	2.29	0.28	-2.36	-4.42
-4.69	-4.79	2.29	0.28	-2.36	-4.42
-4.69	-4.79	2.29	0.28	-2.36	-4.42
-4.69	-4.79	2.29	0.28	-2.36	-4.42
-4.69	-4.79	2.29	0.28	-2.36	-4.42
-4.69	-4.79	2.29	0.28	-2.36	-4.42
-4.69	-4.79	2.29	0.28	-2.36	-4.42
-4.69	-4.79	2.29	0.28	-2.36	-4.42
-4.69	-4.79	2.29	0.28	-2.36	-4.42
-4.69	-4.79	2.29	0.28	-2.36	-4.42
-4.69	-4.79	2.29	0.28	-2.36	-4.42
-4.69	-4.79	2.29	0.28	-2.36	-4.42
-4.69	-4.79	2.29	0.28	-2.36	-4.42
-4.69	-4.79	2.29	0.28	-2.36	-4.42
-4.69	-4.79	2.29	0.28	-2.36	-4.42
-4.69	-4.79	2.29	0.28	-2.36	-4.42
-4.69	-4.79	2.29	0.28	-2.36	-4.42
-4.69	-4.79	2.29	0.28	-2.36	-4.42
-4.69	-4.79	2.29	0.28	-2.36	-4.42
-4.69	-4.79	2.29	0.28	-2.36	-4.42
-4.69	-4.79	2.29	0.28	-2.36	-4.42
-4.69	-4.79	2.29	0.28	-2.36	-4.42
-4.69	-4.79	2.29	0.28	-2.36	-4.42
-4.69	-4.79	2.29	0.28	-2.36	-4.42
-4.69	-4.79	2.29	0.28	-2.36	-4.42
-4.69	-4.79	2.29	0.28	-2.36	-4.42
-4.69	-4.79	2.29	0.28	-2.36	-4.42
-4.69	-4.79	2.29	0.28	-2.36	-4.42
-4.69	-4.79	2.29	0.28	-2.36	-4.42
-4.69	-4.79	2.29	0.28	-2.36	-4.42
-4.69	-4.79	2.29	0.28	-2.36	-4.42
-4.69	-4.79	2.29	0.28	-2.36	-4.42
-4.69	-4.79	2.29	0.28	-2.36	-4.42
-4.69	-4.79	2.29	0.28	-2.36	-4.42
-4.69	-4.79	2.29	0.28	-2.36	-4.42
-4.69	-4.79	2.29	0.28	-2.36	-4.42
-4.69	-4.79	2.29	0.28	-2.36	-4.42
-4.69	-4.79	2.29	0.28	-2.36	-4.42
-4.69	-4.79	2.29	0.28	-2.36	-4.42
-4.69	-4.79	2.29	0.28	-2.36	-4.42
-4.69	-4.79	2.29	0.28	-2.36	-4.42
-2.61	1.96	2.01	-0.05	-4.46	0.18
-2.61	1.96	2.01	-0.05	-4.46	0.18
-2.61	1.96	2.01	-0.05	-4.46	0.18
-2.61	1.96	2.01	-0.05	-4.46	0.18
-2.61	1.96	2.01	-0.05	-4.46	0.18
-2.61	1.96	2.01	-0.05	-4.46	0.18
-2.61	1.96	2.01	-0.05	-4.46	0.18
-2.61	1.96	2.01	-0.05	-4.46	0.18
-2.61	1.96	2.01	-0.05	-4.46	0.18
-2.61	1.96	2.01	-0.05	-4.46	0.18
-2.61	1.96	2.01	-0.05	-4.46	0.18
-2.61	1.96	2.01	-0.05	-4.46	0.18
-2.61	1.96	2.01	-0.05	-4.46	0.18
-2.61	1.96	2.01	-0.05	-4.46	0.18
-2.61	1.96	2.01	-0.05	-4.46	0.18
-2.61	1.96	2.01	-0.05	-4.46	0.18
-2.61	1.96	2.01	-0.05	-4.46	0.18
-2.61	1.96	2.01	-0.05	-4.46	0.18
-2.61	1.96	2.01	-0.05	-4.46	0.18
-2.61	1.96	2.01	-0.05	-4.46	0.18
-2.61	1.96	2.01	-0.05	-4.46	0.18
-2.61	1.96	2.01	-0.05	-4.46	0.18
-2.61	1.96	2.01	-0.05	-4.46	0.18
-2.61	1.96	2.01	-0.05	-4.46	0.18
-2.61	1.96	2.01	-0.05	-4.46	0.18
-2.61	1.96	2.01	-0.05	-4.46	0.18
-2.61	1.96	2.01	-0.05	-4.46	0.18
-2.61	1.96	2.01	-0.05	-4.46	0.18
-2.61	1.96	2.01	-0.05	-4.46	0.18
-2.61	1.96	2.01	-0.05	-4.46	0.18
-2.61	1.96	2.01	-0.05	-4.46	0.18
-2.61	1.96	2.01	-0.05	-4.46	0.18
-2.61	1.96	2.01	-0.05	-4.46	0.18
-2.61	1.96	2.01	-0.05	-4.46	0.18
-2.61	1.96	2.01	-0.05	-4.46	0.18
-2.61	1.96	2.01	-0.05	-4.46	0.18
-2.61	1.96	2.01	-0.05	-4.46	0.18
-2.61	1.96	2.01	-0.05	-4.46	0.18
-2.61	1.96	2.01	-0.05	-4.46	0.18
-2.61	1.96	2.01	-0.05	-4.46	0.18
-2.61	1.96	2.01	-0.05	-4.46	0.18
-2.61	1.96	2.01	-0.05	-4.46	0.18
-2.61	1.96	2.01	-0.05	-4.46	0.18
-2.61	1.96	2.01	-0.05	-4.46	0.18
-2.61	1.96	2.01	-0.05	-4.46	0.18
-2.61	1.96	2.01	-0.05	-4.46	0.18
-2.61	1.96	2.01	-0.05	-4.46	0.18
-2.61	1.96	2.01	-0.05	-4.46	0.18
-1.04	-3.35	4.23	-4.36	4.47	-0.16
-1.04	-3.35	4.23	-4.36	4.47	-0.16
-1.04	-3.35	4.23	-4.36	4.47	-0.16
-1.04	-3.35	4.23	-4.36	4.47	-0.16
-1.04	-3.35	4.23	-4.36	4.47	-0.16
-1.04	-3.35	4.23	-4.36	4.47	-0.16
-1.04	-3.35	4.23	-4.36	4.47	-0.16
-1.04	-3.35	4.23	-4.36	4.47	-0.16
-1.04	-3.35	4.23	-4.36	4.47	-0.16
-1.04	-3.35	4.23	-4.36	4.47	-0.16
-1.04	-3.35	4.23	-4.36	4.47	-0.16
-1.04	-3.35	4.23	-4.36	4.47	-0.16
-1.04	-3.35	4.23	-4.36	4.47	-0.16
-1.04	-3.35	4.23	-4.36	4.47	-0.16
-1.04	-3.35	4.23	-4.36	4.47	-0.16
-1.04	-3.35	4.23	-4.36	4.47	-0.16
-1.04	-3.35	4.23	-4.36	4.47	-0.16
-1.04	-3.35	4.23	-4.36	4.47	-0.16
-1.04	-3.35	4.23	-4.36	4.47	-0.16
-1.04	-3.35	4.23	-4.36	4.47	-0.16
-1.04	-3.35	4.23	-4.36	4.47	-0.16
-1.04	-3.35	4.23	-4.36	4.47	-0.16
-1.04	-3.35	4.23	-4.36	4.47	-0.16
-1.04	-3.35	4.23	-4.36	4.47	-0.16
-1.04	-3.35	4.23	-4.36	4.47	-0.16
-1.04	-3.35	4.23	-4.36	4.47	-0.16
-1.04	-3.35	4.23	-4.36	4.47	-0.16
-1.04	-3.35	4.23	-4.36	4.47	-0.16
-1.04	-3.35	4.23	-4.36	4.47	-0.16
-1.04	-3.35	4.23	-4.36	4.47	-0.16
-1.04	-3.35	4.23	-4.36	4.47	-0.16
-1.04	-3.35	4.23	-4.36	4.47	-0.16
-1.04	-3.35	4.23	-4.36	4.47	-0.16
-1.04	-3.35	4.23	-4.36	4.47	-0.16
-1.04	-3.35	4.23	-4.36	4.47	-0.16
-1.04	-3.35	4.23	-4.36	4.47	-0.16
-1.04	-3.35	4.23	-4.36	4.47	-0.16
-1.04	-3.35	4.23	-4.36	4.47	-0.16
-1.04	-3.35	4.23	-4.36	4.47	-0.16
-1.04	-3.35	4.23	-4.36	4.47	-0.16
-1.04	-3.35	4.23	-4.36	4.47	-0.16
-1.04	-3.35	4.23	-4.36	4.47	-0.16
-1.04	-3.35	4.23	-4.36	4.47	-0.16
-1.04	-3.35	4.23	-4.36	4.47	-0.16
-1.04	-3.35	4.23	-4.36	4.47	-0.16
-1.04	-3.35	4.23	-4.36	4.47	-0.16
-1.04	-3.35	4.23	-4.36	4.47	-0.16
-1.04	-3.35	4.23	-4.36	4.47	-0.16
-1.04	-3.35	4.23	-4.36	4.47	-0.16
-1.04	-3.35	4.23	-4.36	4.47	-0.16
-1.04	-3.35	4.23	-4.36	4.47	-0.16
-0.92	3.49	0.89	-2.05	-2.73	-1.08
-0.92	3.49	0.89	-2.05	-2.73	-1.08
-0.92	3.49	0.89	-2.05	-2.73	-1.08
-0.92	3.49	0.89	-2.05	-2.73	-1.08
-0.92	3.49	0.89	-2.05	-2.73	-1.08
-0.92	3.49	0.89	-2.05	-2.73	-1.08
-0.92	3.49	0.89	-2.05	-2.73	-1.08
-0.92	3.49	0.89	-2.05	-2.73	-1.08
-0.92	3.49	0.89	-2.05	-2.73	-1.08
-0.92	3.49	0.89	-2.05	-2.73	-1.08
-0.92	3.49	0.89	-2.05	-2.73	-1.08
-0.92	3.49	0.89	-2.05	-2.73	-1.08
-0.92	3.49	0.89	-2.05	-2.73	-1.08
-0.92	3.49	0.89	-2.05	-2.73	-1.08
-0.92	3.49	0.89	-2.05	-2.73	-1.08
-0.92	3.49	0.89	-2.05	-2.73	-1.08
-0.92	3.49	0.89	-2.05	-2.73	-1.08
-0.92	3.49	0.89	-2.05	-2.73	-1.08
-0.92	3.49	0.89	-2.05	-2.73	-1.08
-0.92	3.49	0.89	-2.05	-2.73	-1.08
-0.92	3.49	0.89	-2.05	-2.73	-1.08
-0.92	3.49	0.89	-2.05	-2.73	-1.08
-0.92	3.49	0.89	-2.05	-2.73	-1.08
-0.92	3.49	0.89	-2.05	-2.73	-1.08
-0.92	3.49	0.89	-2.05	-2.73	-1.08
-0.92	3.49	0.89	-2.05	-2.73	-1.08
-0.92	3.49	0.89	-2.05	-2.73	-1.08
-0.92	3.49	0.89	-2.05	-2.73	-1.08
-0.92	3.49	0.89	-2.05	-2.73	-1.08
-0.92	3.49	0.89	-2.05	-2.73	-1.08
-0.92	3.49	0.89	-2.05	-2.73	-1.08
-0.92	3.49	0.89	-2.05	-2.73	-1.08
-0.92	3.49	0.89	-2.05	-2.73	-1.08
-0.92	3.49	0.89	-2.05	-2.73	-1.08
-0.92	3.49	0.89	-2.05	-2.73	-1.08
-0.92	3.49	0.89	-2.05	-2.73	-1.08
-0.92	3.49	0.89	-2.05	-2.73	-1.08
-0.92	3.49	0.89	-2.05	-2.73	-1.08
-0.92	3.49	0.89	-2.05	-2.73	-1.08
-0.92	3.49	0.89	-2.05	-2.73	-1.08
-0.92	3.49	0.89	-2.05	-2.73	-1.08
-0.92	3.49	0.89	-2.05	-2.73	-1.08
-0.92	3.49	0.89	-2.05	-2.73	-1.08
-0.92	3.49	0.89	-2.05	-2.73	-1.08
-0.92	3.49	0.89	-2.05	-2.73	-1.08
-0.92	3.49	0.89	-2.05	-2.73	-1.08
-0.92	3.49	0.89	-2.05	-2.73	-1.08
-0.92	3.49	0.89	-2.05	-2.73	-1.08
-0.92	3.49	0.89	-2.05	-2.73	-1.08
-0.92	3.49	0.89	-2.05	-2.73	-1.08
-0.92	3.49	0.89	-2.05	-2.73	-1.08
-0.92	3.49	0.89	-2.05	-2.73	-1.08
2.68	-3.69	-0.88	0.80	3.93	-1.74
2.68	-3.69	-0.88	0.80	3.93	-1.74
2.68	-3.69	-0.88	0.80	3.93	-1.74
2.68	-3.69	-0.88	0.80	3.93	-1.74
2.68	-3.69	-0.88	0.80	3.93	-1.74
2.68	-3.69	-0.88	0.80	3.93	-1.74
2.68	-3.69	-0.88	0.80	3.93	-1.74
2.68	-3.69	-0.88	0.80	3.93	-1.74
2.68	-3.69	-0.88	0.80	3.93	-1.74
2.68	-3.69	-0.88	0.80	3.93	-1.74
2.68	-3.69	-0.88	0.80	3.93	-1.74
2.68	-3.69	-0.88	0.80	3.93	-1.74
2.68	-3.69	-0.88	0.80	3.93	-1.74
2.68	-3.69	-0.88	0.80	3.93	-1.74
2.68	-3.69	-0.88	0.80	3.93	-1.74
2.68	-3.69	-0.88	0.80	3.93	-1.74
2.68	-3.69	-0.88	0.80	3.93	-1.74
2.68	-3.69	-0.88	0.80	3.93	-1.74
2.68	-3.69	-0.88	0.80	3.93	-1.74
2.68	-3.69	-0.88	0.80	3.93	-1.74
2.68	-3.69	-0.88	0.80	3.93	-1.74
2.68	-3.69	-0.88	0.80	3.93	-1.74
2.68	-3.69	-0.88	0.80	3.93	-1.74
2.68	-3.69	-0.88	0.80	3.93	-1.74
2.68	-3.69	-0.88	0.80	3.93	-1.74
2.68	-3.69	-0.88	0.80	3.93	-1.74
2.68	-3.69	-0.88	0.80	3.93	-1.74
2.68	-3.69	-0.88	0.80	3.93	-1.74
2.68	-3.69	-0.88	0.80	3.93	-1.74
2.68	-3.69	-0.88	0.80	3.93	-1.74
2.68	-3.69	-0.88	0.80	3.93	-1.74
2.68	-3.69	-0.88	0.80	3.93	-1.74
2.68	-3.69	-0.88	0.80	3.93	-1.74
2.68	-3.69	-0.88	0.80	3.93	-1.74
2.68	-3.69	-0.88	0.80	3.93	-1.74
2.68	-3.69	-0.88	0.80	3.93	-1.74
2.68	-3.69	-0.88	0.80	3.93	-1.74
2.68	-3.69	-0.88	0.80	3.93	-1.74
2.68	-3.69	-0.88	0.80	3.93	-1.74
2.68	-3.69	-0.88	0.80	3.93	-1.74
2.68	-3.69	-0.88	0.80	3.93	-1.74
2.68	-3.69	-0.88	0.80	3.93	-1.74
2.68	-3.69	-0.88	0.80	3.93	-1.74
2.68	-3.69	-0.88	0.80	3.93	-1.74
2.68	-3.69	-0.88	0.80	3.93	-1.74
2.68	-3.69	-0.88	0.80	3.93	-1.74
2.68	-3.69	-0.88	0.80	3.93	-1.74
2.68	-3.69	-0.88	0.80	3.93	-1.74
2.68	-3.69	-0.88	0.80	3.93	-1.74
2.68	-3.69	-0.88	0.80	3.93	-1.74
2.68	-3.69	-0.88	0.80	3.93	-1.74
2.68	-3.69	-0.88	0.80	3.93	-1.74
2.68	-3.69	-0.88	0.80	3.93	-1.74
2.68	-3.69	-0.88	0.80	3.93	-1.74
2.68	-3.69	-0.88	0.80	3.93	-1.74
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
2.28	4.77	-1.06	3.24	-4.07	0.92
-1.22	-4.37	0.00	4.35	4.84	4.39
-1.22	-4.37	0.00	4.35	4.84	4.39
-1.22	-4.37	0.00	4.35	4.84	4.39
-1.22	-4.37	0.00	4.35	4.84	4.39
-1.22	-4.37	0.00	4.35	4.84	4.39
-1.22	-4.37	0.00	4.35	4.84	4.39
-1.22	-4.37	0.00	4.35	4.84	4.39
-1.22	-4.37	0.00	4.35	4.84	4.39
-1.22	-4.37	0.00	4.35	4.84	4.39
-1.22	-4.37	0.00	4.35	4.84	4.39
-1.22	-4.37	0.00	4.35	4.84	4.39
-1.22	-4.37	0.00	4.35	4.84	4.39
-1.22	-4.37	0.00	4.35	4.84	4.39
-1.22	-4.37	0.00	4.35	4.84	4.39
-1.22	-4.37	0.00	4.35	4.84	4.39
-1.22	-4.37	0.00	4.35	4.84	4.39
-1.22	-4.37	0.00	4.35	4.84	4.39
-1.22	-4.37	0.00	4.35	4.84	4.39
-1.22	-4.37	0.00	4.35	4.84	4.39
-1.22	-4.37	0.00	4.35	4.84	4.39
-1.22	-4.37	0.00	4.35	4.84	4.39
-1.22	-4.37	0.00	4.35	4.84	4.39
-1.22	-4.37	0.00	4.35	4.84	4.39
-1.22	-4.37	0.00	4.35	4.84	4.39
-1.22	-4.37	0.00	4.35	4.84	4.39
-1.22	-4.37	0.00	4.35	4.84	4.39
-1.22	-4.37	0.00	4.35	4.84	4.39
-1.22	-4.37	0.00	4.35	4.84	4.39
-1.22	-4.37	0.00	4.35	4.84	4.39
-1.22	-4.37	0.00	4.35	4.84	4.39
-1.22	-4.37	0.00	4.35	4.84	4.39
-1.22	-4.37	0.00	4.35	4.84	4.39
-1.22	-4.37	0.00	4.35	4.84	4.39
-1.22	-4.37	0.00	4.35	4.84	4.39
-1.22	-4.37	0.00	4.35	4.84	4.39
-1.22	-4.37	0.00	4.35	4.84	4.39
-4.14	3.30	4.51	-4.67	3.00	-4.74
-4.14	3.30	4.51	-4.67	3.00	-4.74
-4.14	3.30	4.51	-4.67	3.00	-4.74
-4.14	3.30	4.51	-4.67	3.00	-4.74
-4.14	3.30	4.51	-4.67	3.00	-4.74
-4.14	3.30	4.51	-4.67	3.00	-4.74
-4.14	3.30	4.51	-4.67	3.00	-4.74
-4.14	3.30	4.51	-4.67	3.00	-4.74
-4.14	3.30	4.51	-4.67	3.00	-4.74
-4.14	3.30	4.51	-4.67	3.00	-4.74
-4.14	3.30	4.51	-4.67	3.00	-4.74
-4.14	3.30	4.51	-4.67	3.00	-4.74
-4.14	3.30	4.51	-4.67	3.00	-4.74
-4.14	3.30	4.51	-4.67	3.00	-4.74
-4.14	3.30	4.51	-4.67	3.00	-4.74
-4.14	3.30	4.51	-4.67	3.00	-4.74
-4.14	3.30	4.51	-4.67	3.00	-4.74
-4.14	3.30	4.51	-4.67	3.00	-4.74
-4.14	3.30	4.51	-4.67	3.00	-4.74
-4.14	3.30	4.51	-4.67	3.00	-4.74
-4.14	3.30	4.51	-4.67	3.00	-4.74
-4.14	3.30	4.51	-4.67	3.00	-4.74
-4.14	3.30	4.51	-4.67	3.00	-4.74
-4.14	3.30	4.51	-4.67	3.00	-4.74
-4.14	3.30	4.51	-4.67	3.00	-4.74
-4.14	3.30	4.51	-4.67	3.00	-4.74
-4.14	3.30	4.51	-4.67	3.00	-4.74
3.71	4.77	4.99	1.72	1.38	-4.97
3.71	4.77	4.99	1.72	1.38	-4.97
3.71	4.77	4.99	1.72	1.38	-4.97
3.71	4.77	4.99	1.72	1.38	-4.97
3.71	4.77	4.99	1.72	1.38	-4.97
3.71	4.77	4.99	1.72	1.38	-4.97
3.71	4.77	4.99	1.72	1.38	-4.97
3.71	4.77	4.99	1.72	1.38	-4.97
3.71	4.77	4.99	1.72	1.38	-4.97
3.71	4.77	4.99	1.72	1.38	-4.97
3.71	4.77	4.99	1.72	1.38	-4.97
3.71	4.77	4.99	1.72	1.38	-4.97
3.71	4.77	4.99	1.72	1.38	-4.97
3.71	4.77	4.99	1.72	1.38	-4.97
3.71	4.77	4.99	1.72	1.38	-4.97
3.71	4.77	4.99	1.72	1.38	-4.97
3.71	4.77	4.99	1.72	1.38	-4.97
3.71	4.77	4.99	1.72	1.38	-4.97
3.71	4.77	4.99	1.72	1.38	-4.97
3.71	4.77	4.99	1.72	1.38	-4.97
3.71	4.77	4.99	1.72	1.38	-4.97
3.71	4.77	4.99	1.72	1.38	-4.97
3.71	4.77	4.99	1.72	1.38	-4.97
3.71	4.77	4.99	1.72	1.38	-4.97
3.71	4.77	4.99	1.72	1.38	-4.97
3.71	4.77	4.99	1.72	1.38	-4.97
3.71	4.77	4.99	1.72	1.38	-4.97
3.71	4.77	4.99	1.72	1.38	-4.97
3.71	4.77	4.99	1.72	1.38	-4.97
3.71	4.77	4.99	1.72	1.38	-4.97
3.71	4.77	4.99	1.72	1.38	-4.97
3.71	4.77	4.99	1.72	1.38	-4.97
3.71	4.77	4.99	1.72	1.38	-4.97
3.71	4.77	4.99	1.72	1.38	-4.97
3.71	4.77	4.99	1.72	1.38	-4.97
3.71	4.77	4.99	1.72	1.38	-4.97
3.71	4.77	4.99	1.72	1.38	-4.97
3.71	4.77	4.99	1.72	1.38	-4.97
3.71	4.77	4.99	1.72	1.38	-4.97
3.71	4.77	4.99	1.72	1.38	-4.97
3.71	4.77	4.99	1.72	1.38	-4.97
3.71	4.77	4.99	1.72	1.38	-4.97
3.71	4.77	4.99	1.72	1.38	-4.97
3.71	4.77	4.99	1.72	1.38	-4.97
3.71	4.77	4.99	1.72	1.38	-4.97
3.71	4.77	4.99	1.72	1.38	-4.97
3.71	4.77	4.99	1.72	1.38	-4.97
3.71	4.77	4.99	1.72	1.38	-4.97
3.71	4.77	4.99	1.72	1.38	-4.97
3.71	4.77	4.99	1.72	1.38	-4.97
3.71	4.77	4.99	1.72	1.38	-4.97
3.71	4.77	4.99	1.72	1.38	-4.97
3.71	4.77	4.99	1.72	1.38	-4.97
3.71	4.77	4.99	1.72	1.38	-4.97
3.71	4.77	4.99	1.72	1.38	-4.97
3.71	4.77	4.99	1.72	1.38	-4.97
4.60	-2.88	4.26	3.36	-4.57	-0.26
4.60	-2.88	4.26	3.36	-4.57	-0.26
4.60	-2.88	4.26	3.36	-4.57	-0.26
4.60	-2.88	4.26	3.36	-4.57	-0.26
4.60	-2.88	4.26	3.36	-4.57	-0.26
4.60	-2.88	4.26	3.36	-4.57	-0.26
4.60	-2.88	4.26	3.36	-4.57	-0.26
4.60	-2.88	4.26	3.36	-4.57	-0.26
4.60	-2.88	4.26	3.36	-4.57	-0.26
4.60	-2.88	4.26	3.36	-4.57	-0.26
4.60	-2.88	4.26	3.36	-4.57	-0.26
4.60	-2.88	4.26	3.36	-4.57	-0.26
4.60	-2.88	4.26	3.36	-4.57	-0.26
4.60	-2.88	4.26	3.36	-4.57	-0.26
4.60	-2.88	4.26	3.36	-4.57	-0.26
4.60	-2.88	4.26	3.36	-4.57	-0.26
4.60	-2.88	4.26	3.36	-4.57	-0.26
4.60	-2.88	4.26	3.36	-4.57	-0.26
4.60	-2.88	4.26	3.36	-4.57	-0.26
4.60	-2.88	4.26	3.36	-4.57	-0.26
4.60	-2.88	4.26	3.36	-4.57	-0.26
4.60	-2.88	4.26	3.36	-4.57	-0.26
4.60	-2.88	4.26	3.36	-4.57	-0.26
4.60	-2.88	4.26	3.36	-4.57	-0.26
4.60	-2.88	4.26	3.36	-4.57	-0.26
4.60	-2.88	4.26	3.36	-4.57	-0.26
4.60	-2.88	4.26	3.36	-4.57	-0.26
4.60	-2.88	4.26	3.36	-4.57	-0.26
4.60	-2.88	4.26	3.36	-4.57	-0.26
4.60	-2.88	4.26	3.36	-4.57	-0.26
4.60	-2.88	4.26	3.36	-4.57	-0.26
4.60	-2.88	4.26	3.36	-4.57	-0.26
4.60	-2.88	4.26	3.36	-4.57	-0.26
4.60	-2.88	4.26	3.36	-4.57	-0.26
4.60	-2.88	4.26	3.36	-4.57	-0.26
4.60	-2.88	4.26	3.36	-4.57	-0.26
4.60	-2.88	4.26	3.36	-4.57	-0.26
4.60	-2.88	4.26	3.36	-4.57	-0.26
4.60	-2.88	4.26	3.36	-4.57	-0.26
4.60	-2.88	4.26	3.36	-4.57	-0.26
4.60	-2.88	4.26	3.36	-4.57	-0.26
4.60	-2.88	4.26	3.36	-4.57	-0.26
4.60	-2.88	4.26	3.36	-4.57	-0.26
4.60	-2.88	4.26	3.36	-4.57	-0.26
4.60	-2.88	4.26	3.36	-4.57	-0.26
4.60	-2.88	4.26	3.36	-4.57	-0.26
